"","Ticker","Owner","Relationship","Date","Transaction","Cost","NumShares","ValueDollar","NumSharesTotal","SECForm4"
"1988","WK","Iskow Julie","EVP & Chief Operating Officer",18703,"Sale",96.09,29309,2816302,160567,NA
"1989","FICO","Wehmann James M","Executive Vice President",18702,"Sale",485.58,15000,7283647,65333,NA
"1990","NET","SEIFERT THOMAS J","Chief Financial Officer",18702,"Sale",75.21,20000,1504113,50156,NA
"1991","AGNC","Pas Aaron","Senior Vice President",18704,"Sale",16.55,5138,85060,143608,NA
"1992","AHCO","WOLF DALE B","Director",18702,"Buy",37.99,7000,265952,27009,NA
"1993","HCHC","GLAZER AVRAM A","Director",18702,"Buy",3.8,2164108,8223610,2164108,NA
"1994","GBDC","Golub David","Chief Executive Officer",18702,"Buy",14.61,2000,29223,2069938,NA
"1995","GBDC","Golub David","Chief Executive Officer",18703,"Buy",14.67,2000,29347,2071938,NA
"1996","CSTL","KABAKOFF DAVID S","Director",18702,"Sale",63.74,120000,7648680,763577,NA
"1997","CSTL","KABAKOFF DAVID S","Director",18703,"Sale",66.14,10000,661365,753577,NA
"1998","CNO","Jacklin Charles J.","Director",18702,"Sale",25.81,2700,69687,33694,NA
"1999","CNO","Jacklin Charles J.","Director",18703,"Sale",25.91,7474,193627,26220,NA
"2000","GBDC","Golub Lawrence E","Chairman",18702,"Buy",14.61,2000,29223,2069938,NA
"2001","WMT","WALTON S ROBSON","Director",18703,"Sale",132.4,483836,64057884,355691532,NA
"2002","WMT","WALTON S ROBSON","Director",18704,"Sale",131.23,106049,13916821,355585483,NA
"2003","WMT","WALTON S ROBSON","Director",18705,"Sale",131.54,410115,53946688,355175368,NA
"2004","PLMR","Fisher Heath A","President",18703,"Sale",70.74,6500,459784,232198,NA
"2005","BHTG","CELLI FRANK E.","Director",18704,"Sale",2.28,29774,67894,565710,NA
"2006","ONEM","Kennedy David P","Director",18704,"Sale",39.95,8334,332961,281337,NA
"2007","SITM","Pangrazio Vincent P","See Remarks",18704,"Sale",101.44,150,15216,107720,NA
"2008","ONEM","Lockhart Kimber D","Chief Technology Officer",18703,"Option Exercise",4.36,30000,130800,100434,NA
"2009","ONEM","Lockhart Kimber D","Chief Technology Officer",18703,"Sale",41.71,30000,1251192,70434,NA
"2010","WMT","WALTON JIM C","10% Owner",18703,"Sale",132.4,483836,64057884,355691532,NA
"2011","WMT","WALTON JIM C","10% Owner",18704,"Sale",131.23,106049,13916821,355585483,NA
"2012","WMT","WALTON JIM C","10% Owner",18705,"Sale",131.54,410115,53946688,355175368,NA
"2013","CAG","McGough Thomas M","EVP & Co-COO",18705,"Option Exercise",23,45660,1050180,102001,NA
"2014","CAG","McGough Thomas M","EVP & Co-COO",18705,"Sale",37.55,45660,1714533,56341,NA
"2015","CAG","McGough Thomas M","EVP & Co-COO",18705,"Sale",37.53,13010,488265,111303,NA
"2016","AIV","CONSIDINE TERRY","Director",18703,"Buy",5.72,1e+05,571700,1e+05,NA
"2017","AIV","CONSIDINE TERRY","Director",18704,"Buy",5.79,1e+05,578550,2e+05,NA
"2018","AIV","CONSIDINE TERRY","Director",18705,"Buy",5.64,1e+05,564250,3e+05,NA
"2019","SITM","VASHIST RAJESH","Chief Executive Officer",18703,"Sale",101.57,3000,304710,658860,NA
"2020","WMT","WALTON ALICE L","10% Owner",18703,"Sale",132.4,483836,64057884,355691532,NA
"2021","WMT","WALTON ALICE L","10% Owner",18704,"Sale",131.23,106049,13916821,355585483,NA
"2022","WMT","WALTON ALICE L","10% Owner",18705,"Sale",131.54,410115,53946688,355175368,NA
"2023","IBOC","WAWROSKI JUDITH I","TREASURER/PAO",18690,"Option Exercise",21.42,750,16065,8235,NA
"2024","OM","Brottem John L.","General Counsel",18704,"Option Exercise",9.48,3500,33180,18172,NA
"2025","OM","Brottem John L.","General Counsel",18704,"Sale",47.71,3500,166977,14672,NA
"2026","SFIX","Lake Katrina","Chief Executive Officer",18703,"Sale",53.92,43774,2360140,0,NA
"2027","SFIX","Lake Katrina","Chief Executive Officer",18704,"Sale",53.27,43775,2331871,0,NA
"2028","SFIX","Lake Katrina","Chief Executive Officer",18705,"Sale",52.47,48817,2561568,0,NA
"2029","INGN","Taylor Brenton","EVP, Engineering",18703,"Option Exercise",16.62,14765,245394,71698,NA
"2030","INGN","Taylor Brenton","EVP, Engineering",18703,"Sale",51.63,14765,762355,56933,NA
"2031","PSNL","Chen Richard","Chief Scientific Officer",18703,"Sale",26.73,1130,30205,83317,NA
"2032","PSNL","Tachibana Aaron","Chief Financial Officer",18703,"Sale",26.73,2446,65382,167823,NA
"2033","SAFE","ADLER DEAN S","Director",18704,"Sale",76.54,8792,672915,351267,NA
"2034","SELB","TRABER PETER G","Chief Medical Officer",18703,"Buy",4.53,10000,45295,88000,NA
"2035","SELB","TRABER PETER G","Chief Medical Officer",18704,"Buy",4.5,10000,45000,98000,NA
"2036","SSNC","Frank Joseph J.","SVP, Chief Legal Officer",18704,"Buy",69.59,2,143,1108,NA
"2037","SELB","Johnston Lloyd P.","COO and SVP, R&D",18703,"Sale",4.45,15128,67312,87477,NA
"2038","MCO","GOGGINS JOHN J","EVP and General Counsel",18703,"Option Exercise",80.13,18343,1469814,21692,NA
"2039","MCO","GOGGINS JOHN J","EVP and General Counsel",18703,"Sale",293.81,11527,3386743,13257,NA
"2040","SOI","Ramachandran Kyle S.","President and CFO",18704,"Sale",15.05,9644,145142,146487,NA
"2041","SUMO","Beedgen Christian","Director",18705,"Sale",19.82,16030,317731,1938094,NA
"2042","MAR","MUNOZ GEORGE","Director",18704,"Sale",156.29,8694,1358785,2115,NA
"2043","CDMO","Bamforth Mark R","Director",18703,"Buy",18.18,126000,2290680,126000,NA
"2044","CDMO","Bamforth Mark R","Director",18703,"Sale",18.18,1e+05,1818000,0,NA
"2045","CDMO","Bamforth Mark R","Director",18703,"Sale",18.18,26000,472680,0,NA
"2046","MRNA","HENDERSON LORI M.","General Counsel and Secretary",18704,"Option Exercise",25.77,6600,170058,7501,NA
"2047","MRNA","HENDERSON LORI M.","General Counsel and Secretary",18704,"Sale",144.39,6600,952974,901,NA
"2048","IBKR","Peterffy Thomas","Chairman",18703,"Sale",77.27,20000,1545470,8487511,NA
"2049","IBKR","Peterffy Thomas","Chairman",18704,"Sale",78.37,20000,1567334,8467511,NA
"2050","MRNA","Bancel Stephane","Chief Executive Officer",18703,"Sale",149.78,9000,1348020,6402868,NA
"2051","MRNA","Bancel Stephane","Chief Executive Officer",18704,"Sale",144.39,10000,1443900,7494880,NA
"2052","NSTG","Bailey K Thomas","Chief Financial Officer",18703,"Option Exercise",11.85,10458,123910,28613,NA
"2053","NSTG","Bailey K Thomas","Chief Financial Officer",18703,"Sale",65.63,28613,1877898,0,NA
"2054","NSTG","BROWN J. CHAD","SVP, Sales & Marketing",18703,"Sale",64.2,4754,305207,0,NA
"2055","VRM","Valkin Adam","Director",18703,"Sale",37.53,582973,21879093,3051670,NA
"2056","MTZ","Apple Robert E","COO",18703,"Sale",95.83,16422,1573656,158052,NA
"2057","THRY","Rouse Paul D","CFO, Executive VP & Treasurer",18703,"Option Exercise",3.68,2000,7360,25000,NA
"2058","HTGC","Bluestein Scott","Chief Executive Officer",18704,"Sale",15.8,80000,1264000,923086,NA
"2059","AMH","Singelyn David P.","Chief Executive Officer",18705,"Sale",32.52,94364,3068717,250000,NA
"2060","HSON","Eberwein Jeffrey E.","Chief Executive Officer",18703,"Buy",16.8,500,8400,117625,NA
"2061","HSON","Eberwein Jeffrey E.","Chief Executive Officer",18704,"Buy",16.76,500,8380,118125,NA
"2062","VXRT","Tucker Sean","Chief Scientific Officer",18702,"Option Exercise",6.49,1006,6529,48053,NA
"2063","TNET","BINGHAM H RAYMOND","Director",18703,"Sale",82.79,415,34357,104055,NA
"2064","TNET","BINGHAM H RAYMOND","Director",18704,"Sale",81.91,415,33993,103640,NA
"2065","CIX","NACE ANDREW B","Executive Vice President",18704,"Buy",15,250,3750,1000,NA
"2066","CIX","NACE ANDREW B","Executive Vice President",18705,"Buy",14.95,750,11211,1750,NA
"2067","WD","THEOBALD STEPHEN P","EVP & Chief Financial Officer",18703,"Sale",109.28,10000,1092779,64004,NA
"2068","TTGT","Cotoia Michael","Chief Executive Officer",18704,"Sale",75.79,2500,189475,0,NA
"2069","WD","Rice E. John Jr","Director",18704,"Sale",112.16,2200,246763,25009,NA
"2070","AHCO","Weaver Susan T","Director",18703,"Sale",38.04,1050,39943,28459,NA
"2071","FSLR","ANTOUN GEORGES","Chief Commercial Officer",18703,"Sale",79.97,3006,240383,33072,NA
"2072","CATM","GUPTA RAHUL","Director",18703,"Sale",38.73,2300,89079,10489,NA
"2073","BLL","MORRISON SCOTT C","E.V.P. and C.F.O.",18704,"Sale",82.5,8653,713873,346501,NA
"2074","SWK","Ansell Jeffrey D","EVP, Stanley Black & Decker",18703,"Sale",190.53,3304,629511,19115,NA
"2075","BCYC","Legault Pierre","Director",18703,"Option Exercise",8.85,7784,68888,7784,NA
"2076","BCYC","Legault Pierre","Director",18703,"Sale",29,7784,225736,0,NA
"2077","SF","WEISEL THOMAS W","Director",18704,"Sale",68.2,5413,369167,40427,NA
"2078","AFB","Loeb Jeanette W","Director",18704,"Buy",14.24,1150,16376,1150,NA
"2079","CHUY","Mohseni Saed","Director",18704,"Option Exercise",21.05,7250,152612,15149,NA
"2080","CHUY","Mohseni Saed","Director",18704,"Sale",43.04,7250,312040,7899,NA
"2081","OSTK","Nielsen David J.","President",18704,"Sale",74,5400,399600,14991,NA
"2082","BIGC","EGGERTON LISA","Chief Marketing Officer",18704,"Option Exercise",2.7,9365,25286,8087,NA
"2083","BIGC","EGGERTON LISA","Chief Marketing Officer",18704,"Sale",54.92,9365,514308,0,NA
"2084","KTB","Sumner Susan Denise","VP & Chief Accounting Officer",18704,"Option Exercise",27,20876,563716,19879,NA
"2085","KTB","Sumner Susan Denise","VP & Chief Accounting Officer",18704,"Sale",54.85,20876,1145095,8797,NA
"2086","GBR","REALTY ADVISORS INC","10% Owner",18704,"Sale",5.76,22791,131351,1578615,NA
"2087","ATRO","Hedges Nancy L","Principal Accounting Officer",18703,"Option Exercise",0,1150,0,2570,NA
"2088","TPC","TUTOR RONALD N","Chairman & CEO",18704,"Sale",18.15,50000,907500,4782841,NA
"2089","ATRO","Mulato James","Pres Astronics Test Systems",18703,"Option Exercise",0,2501,0,7186,NA
"2090","ARE","Moglia Peter M","Co-Chief Executive Officer",18703,"Sale",167.57,10000,1675682,194787,NA
"2091","UTHR","MAHON PAUL A","EVP & General Counsel",18704,"Option Exercise",94.96,6000,569760,42369,NA
"2092","ATRO","PEABODY MARK","VP Astronics Advanced Electron",18703,"Option Exercise",0,1385,0,198494,NA
"2093","OPCH","SULLIVAN TIMOTHY P","Director",18703,"Sale",20,1.2e+07,2.4e+08,85015391,NA
"2094","UTHR","Olian Judy D.","Director",18703,"Option Exercise",76.36,2103,160585,7893,NA
"2095","UTHR","Olian Judy D.","Director",18703,"Sale",170,2103,357510,5790,NA
"2096","CMG","FLANZRAICH NEIL","Director",18703,"Buy",1478.6,230,340078,379,NA
"2097","ATRO","BURNEY DAVID C","VP-FINANCE, CFO",18703,"Option Exercise",0,1259,0,191833,NA
"2098","TLYS","THOMAS EDMOND","President and CEO",18703,"Option Exercise",6.06,17856,108207,23856,NA
"2099","TLYS","THOMAS EDMOND","President and CEO",18704,"Option Exercise",6.06,32144,194793,38144,NA
"2100","TLYS","THOMAS EDMOND","President and CEO",18704,"Sale",12.34,32144,396737,6000,NA
"2101","TLYS","THOMAS EDMOND","President and CEO",18703,"Sale",12.38,17856,220968,6000,NA
"2102","OPCH","MADISON DEARBORN PARTNERS LLC","Director",18703,"Sale",20,1.2e+07,2.4e+08,85080771,NA
"2103","ATRO","GUNDERMANN PETER J","PRESIDENT/CEO",18703,"Option Exercise",0,2075,0,704990,NA
"2104","SHOO","Rosenfeld Edward R.","Chief Executive Officer",18703,"Sale",37.6,27000,1015200,912476,NA
"2105","COUP","BERNSHTEYN ROBERT","Chief Executive Officer",18703,"Option Exercise",7.88,50000,394000,254862,NA
"2106","COUP","BERNSHTEYN ROBERT","Chief Executive Officer",18703,"Sale",254.29,50000,12714376,205124,NA
"2107","OPCH","BETTEN ELIZABETH QUADROS","Director",18703,"Sale",20,1.2e+07,2.4e+08,85015391,NA
"2108","ATRO","KRAMER JAMES S","Executive Vice President",18703,"Option Exercise",0,1058,0,403100,NA
"2109","CSWC","BATTIST CHRISTINE","Director",18705,"Buy",21.45,1000,21450,6191,NA
"2110","GBR","REALTY ADVISORS INC","10% Owner",18703,"Sale",5.88,50000,294220,1601406,NA
"2111","DELL","Rothberg Richard J","General Counsel & Secretary",18703,"Option Exercise",13.75,177471,2440226,347495,NA
"2112","DELL","Rothberg Richard J","General Counsel & Secretary",18703,"Sale",90,177471,15972390,170024,NA
"2113","XPEL","Crumly Richard K.","Director",18703,"Sale",60.7,12500,758750,2017406,NA
"2114","XPEL","Crumly Richard K.","Director",18704,"Sale",58.66,10900,639394,2006506,NA
"2115","NMIH","Norberg Julie","SVP, Controller",18704,"Sale",25.81,2933,75708,18582,NA
"2116","PPBI","WILCOX EDWARD EARL","President & COO",18704,"Sale",46.64,10434,486642,165913,NA
"2117","CMCSA","ROBERTS BRIAN L","Chairman of Board, Pres. & CEO",18703,"Option Exercise",0,2646,0,3128035,NA
"2118","BLBD","Horlock Phil","President and CEO",18705,"Option Exercise",15.5,12273,190232,423816,NA
"2119","BLBD","Horlock Phil","President and CEO",18705,"Sale",26.99,8628,232830,431430,NA
"2120","UPS","Lane Laura J","CHF Crp Aff, Com & Sustain Off",18703,"Option Exercise",0,1041,0,17700,NA
"2121","FLIR","MACDONALD ANGUS L","Director",18704,"Option Exercise",32.62,49306,1608370,48235,NA
"2122","FLIR","MACDONALD ANGUS L","Director",18704,"Sale",55.53,49306,2738109,32835,NA
"2123","CMCSA","Murdock Daniel C.","EVP & Chief Accounting Officer",18703,"Option Exercise",0,1395,0,7703,NA
"2124","CMCSA","Murdock Daniel C.","EVP & Chief Accounting Officer",18704,"Option Exercise",0,2720,0,9865,NA
"2125","XRAY","BRANDT ERIC","Director",18703,"Option Exercise",0,7600,0,38131,NA
"2126","XRAY","BRANDT ERIC","Director",18703,"Sale",63.21,7600,480373,30531,NA
"2127","TLND","Meister Adam","Chief Financial Officer",18703,"Sale",63.66,9680,616205,188523,NA
"2128","CMCSA","WATSON DAVID N","CEO - Comcast Cable",18703,"Option Exercise",0,5010,0,469416,NA
"2129","CMCSA","WATSON DAVID N","CEO - Comcast Cable",18704,"Option Exercise",0,16720,0,484047,NA
"2130","CMCSA","Cavanagh Michael J","CFO",18703,"Option Exercise",0,18342,0,150108,NA
"2131","CMCSA","Cavanagh Michael J","CFO",18704,"Option Exercise",0,5811,0,17985,NA
"2132","MRTN","WINKEL THOMAS J","Director",18704,"Option Exercise",5.73,9375,53747,46861,NA
"2133","MRTN","WINKEL THOMAS J","Director",18704,"Sale",16.77,6000,100603,40861,NA
"2134","CLAR","HENNING MICHAEL A","Director",18703,"Option Exercise",8,10000,80000,50000,NA
"2135","KOPN","BROOK DAVID","Director",18703,"Sale",9.57,299260,2863918,10000,NA
"2136","KOPN","BREWINGTON JAMES K","Director",18704,"Sale",10.13,70000,709100,90000,NA
"2137","FEIM","Edenbrook Capital, LLC","Director",18703,"Buy",11.8,20966,247486,1525619,NA
"2138","FEIM","Edenbrook Capital, LLC","Director",18704,"Buy",11.8,40,472,1525659,NA
"2139","FEIM","Edenbrook Capital, LLC","Director",18705,"Buy",11.91,204,2429,1525863,NA
"2140","KOPN","HSIEH CHI CHIA DR","Director",18703,"Sale",9.82,35000,343700,91000,NA
"2141","KOPN","HSIEH CHI CHIA DR","Director",18704,"Sale",10.4,15000,156000,76000,NA
"2142","FNKO","Daw Tracy D","SEE REMARKS",18703,"Sale",18.08,4946,89425,1799,NA
"2143","FNKO","Perlmutter Andrew Mark","PRESIDENT",18703,"Sale",18.12,56250,1019087,127015,NA
"2144","FOSL","Evans Steve Andrew","Executive Vice President",18703,"Sale",14.03,50602,709946,81549,NA
"2145","ATNX","LAU JOHNSON YIU NAM","CEO and Chairman of the Board",18705,"Option Exercise",4.55,20000,91000,3202959,NA
"2146","UPLD","Hill Michael Douglass","CFO &Treasurer",18703,"Sale",48.34,7236,349808,266244,NA
"2147","SNEX","Nguyen Xuong","Chief Operating Officer",18703,"Option Exercise",25.91,5410,140173,56742,NA
"2148","SNEX","Nguyen Xuong","Chief Operating Officer",18703,"Sale",65,5423,352495,51332,NA
"2149","SPOK","OREILLY BRIAN","Director",18705,"Buy",10.88,1000,10880,88183,NA
"2150","UPLD","MCDONALD JOHN T","CEO",18703,"Sale",48.37,10877,526146,1365475,NA
"2151","ZS","Sinha Amit","President of R&D and CTO",18704,"Option Exercise",5.92,7000,41475,248533,NA
"2152","ZS","Sinha Amit","President of R&D and CTO",18704,"Sale",180.77,7000,1265371,241533,NA
"2153","EBAY","Thompson Pete","SVP, Chief Product Officer",18703,"Sale",57.22,23625,1351896,41142,NA
"2154","UPLD","Favaron Rodney C","President",18703,"Sale",48.34,9936,480326,270850,NA
"2155","BAND","Carreker Marina C.","President",18703,"Option Exercise",9.59,2422,23235,3376,NA
"2156","XXII","SANDERS RICHARD M.","Director",18703,"Sale",2.72,47227,128457,314972,NA
"2157","TPX","THOMPSON SCOTT L","CEO & PRESIDENT",18704,"Option Exercise",0,28000,0,1659676,NA
"2158","ANGN","Neylan John F.","See Remarks",18703,"Sale",19.13,442,8455,38453,NA
"2159","TPX","Vollet Scott","EVP, Global Operations",18704,"Option Exercise",0,2168,0,182555,NA
"2160","TVTX","ASELAGE STEVE","Director",18703,"Option Exercise",16.23,10000,162300,206667,NA
"2161","TVTX","ASELAGE STEVE","Director",18703,"Sale",27.44,17727,486456,188940,NA
"2162","ABEO","SCO CAPITAL PARTNERS LLC","Director",18704,"Sale",2.23,80000,178624,11159292,NA
"2163","ASPU","Rich Sanford","Director",18703,"Option Exercise",1.92,16667,32001,56624,NA
"2164","CPE","JOHNSON S P IV","Director",18704,"Sale",38.2,1200,45840,70865,NA
"2165","HCI","Watts Susan","Director",18703,"Buy",74.5,335,24958,3901,NA
"2166","AZO","GRIFFIN RONALD B","Sr. Vice President & CIO",18704,"Option Exercise",726.02,9333,6775942,9815,NA
"2167","AZO","GRIFFIN RONALD B","Sr. Vice President & CIO",18703,"Option Exercise",507.79,5593,2840069,6075,NA
"2168","AZO","GRIFFIN RONALD B","Sr. Vice President & CIO",18703,"Sale",1304.75,5593,7297479,482,NA
"2169","AZO","GRIFFIN RONALD B","Sr. Vice President & CIO",18704,"Sale",1312.11,9333,12245919,482,NA
"2170","UIHC","Maroney Patrick","Director",18705,"Buy",7.36,6700,49312,38850,NA
"2171","QTRX","Duffy David C.","SVP R&D and CTO",18705,"Sale",58.36,1667,97286,38285,NA
"2172","UIHC","POITEVINT ALEC II","Director",18703,"Buy",7.49,25000,187308,569466,NA
"2173","NUE","Keller Michael D","Vice Pres. and Corp. Contro",18704,"Sale",71.5,14412,1030458,29558,NA
"2174","UHAL","De Respino Laurence J","General Counsel",18705,"Sale",603,100,60300,75,NA
"2175","SNSE","Cambrian BioPharma Inc","10% Owner",18704,"Buy",15.25,817,12459,4786611,NA
"2176","GABC","EWING CLAY W","EXECUTIVE VICE CHAIRMAN",18704,"Sale",48.64,10089,490729,87012,NA
"2177","GAIA","Sutherland Paul Howard","Director",18705,"Buy",13.44,2,27,109482,NA
"2178","SNSE","Peyer James","Director",18704,"Buy",15.25,817,12459,4786611,NA
"2179","OLP","RICKETTS LAWRENCE","Exec.Vice President  and COO",18703,"Sale",23.77,7000,166365,148038,NA
"2180","OLP","RICKETTS LAWRENCE","Exec.Vice President  and COO",18705,"Sale",23.34,3000,70005,145038,NA
"2181","ACNB","Stone Thomas R","ACNB Bank EVP",18701,"Buy",32.15,31,1000,5183,NA
"2182","ACNB","GLASS LYNDA L","EVP, Secretary & CGO",18701,"Buy",32.15,31,1000,12450,NA
"2183","ACNB","HELT JAMES","President & CEO",18701,"Buy",32.15,78,2500,13847,NA
"2184","RLH","Sladich Harry","E.V.P. Franchise Ops & Sales",18703,"Option Exercise",0,15603,0,173565,NA
"2185","NUE","Jellison Douglas J","Executive Vice President",18704,"Sale",72,4055,291963,88480,NA
"2186","NUE","Frias James D","CFO, Treasurer and EVP",18704,"Option Exercise",44.51,39920,1776839,367651,NA
"2187","NUE","Frias James D","CFO, Treasurer and EVP",18704,"Sale",70.64,39920,2819949,327731,NA
"2188","AOS","Kempken Daniel L","Senior Vice President - S & CD",18704,"Option Exercise",11.49,2400,27583,9901,NA
"2189","AOS","Kempken Daniel L","Senior Vice President - S & CD",18704,"Sale",67.5,2400,162000,7501,NA
"2190","CET","Browning Simms C","Director",18701,"Buy",37.2,952,35414,17258,NA
"2191","CET","Browning Simms C","Director",18701,"Buy",37.21,308,11461,3000,NA
"2192","CET","Browning Simms C","Director",18702,"Buy",37.2,1051,39097,18309,NA
"2193","CET","Browning Simms C","Director",18702,"Buy",37.25,500,18625,3500,NA
"2194","NFBK","Fasanella David","EVP",18703,"Buy",15.66,1000,15665,30336,NA
"2195","OSPN","Johnson Marianne","Director",18703,"Option Exercise",25.58,6726,172051,6726,NA
